"BL 1X36G7 2,54";"1";""
"AKL 086-02";"1";""
"METALL 470";"1";""
"METALL 1,00K";"1";""
"6N 137";"1";""
"1N 4148";"1";""
"X7R-2,5 100N";"1";""
"ARDUINO NANO";"1";""
"X7R-2,5 1,0N";"1";""
